730.68, 1833.00, 1.86, 3.00
573.07, 2063.30, 1.37, 4.00
2614.74, 487.00, 8.81, 18.00
138.88, 10408.57, 0.40, 1.00
138.89, 7468.43, 0.50, 2.00
146.47, 8401.88, 0.47, 1.00
152.33, 4871.50, 0.61, 2.00
169.72, 2762.25, 0.67, 2.00
